index,account_id,district_id,frequency,parseddate,year,month,day
2419,A00002403,25,Monthly Issuance,2016-02-20,2016,2,20
2420,A00001732,51,Monthly Issuance,2016-02-20,2016,2,20
2421,A00003721,22,Monthly Issuance,2016-02-21,2016,2,21
2422,A00000184,77,Monthly Issuance,2016-02-21,2016,2,21
2423,A00000691,24,Monthly Issuance,2016-02-21,2016,2,21
2424,A00010233,27,Monthly Issuance,2016-02-21,2016,2,21
2425,A00003358,44,Monthly Issuance,2016-02-21,2016,2,21
2426,A00000004,12,Monthly Issuance,2016-02-21,2016,2,21
2427,A00003151,6,Monthly Issuance,2016-02-21,2016,2,21
2428,A00002017,54,Monthly Issuance,2016-02-21,2016,2,21
2429,A00002804,53,Monthly Issuance,2016-02-22,2016,2,22
2430,A00001310,1,Monthly Issuance,2016-02-22,2016,2,22
2431,A00003016,26,Monthly Issuance,2016-02-23,2016,2,23
2432,A00000827,36,Monthly Issuance,2016-02-23,2016,2,23
2433,A00000959,1,Monthly Issuance,2016-02-23,2016,2,23
2434,A00001585,42,Monthly Issuance,2016-02-23,2016,2,23
2435,A00000590,50,Monthly Issuance,2016-02-24,2016,2,24
2436,A00003924,70,Monthly Issuance,2016-02-24,2016,2,24
2437,A00002772,11,Monthly Issuance,2016-02-24,2016,2,24
2438,A00001962,77,Monthly Issuance,2016-02-24,2016,2,24
2439,A00010478,70,Weekly Issuance,2016-02-24,2016,2,24
2440,A00005692,66,Monthly Issuance,2016-02-25,2016,2,25
2441,A00001265,49,Monthly Issuance,2016-02-25,2016,2,25
2442,A00000167,29,Weekly Issuance,2016-02-26,2016,2,26
2443,A00002187,9,Weekly Issuance,2016-02-26,2016,2,26
2444,A00003079,18,Monthly Issuance,2016-02-26,2016,2,26
2445,A00003286,8,Monthly Issuance,2016-02-26,2016,2,26
2446,A00000230,1,Monthly Issuance,2016-02-26,2016,2,26
2447,A00003193,74,Monthly Issuance,2016-02-27,2016,2,27
2448,A00005593,15,Monthly Issuance,2016-02-27,2016,2,27
2449,A00004088,45,Monthly Issuance,2016-03-01,2016,3,1
2450,A00003409,23,Monthly Issuance,2016-03-01,2016,3,1
2451,A00001216,77,Monthly Issuance,2016-03-01,2016,3,1
2452,A00002491,76,Monthly Issuance,2016-03-01,2016,3,1
2453,A00002498,40,Monthly Issuance,2016-03-01,2016,3,1
2454,A00003366,68,Monthly Issuance,2016-03-02,2016,3,2
2455,A00000936,7,Monthly Issuance,2016-03-02,2016,3,2
2456,A00000856,2,Monthly Issuance,2016-03-03,2016,3,3
2457,A00000718,1,Monthly Issuance,2016-03-03,2016,3,3
2458,A00003698,1,Monthly Issuance,2016-03-03,2016,3,3
2459,A00003462,51,Monthly Issuance,2016-03-04,2016,3,4
2460,A00003881,21,Monthly Issuance,2016-03-04,2016,3,4
2461,A00003709,74,Monthly Issuance,2016-03-05,2016,3,5
2462,A00001349,75,Monthly Issuance,2016-03-05,2016,3,5
2463,A00001886,32,Monthly Issuance,2016-03-05,2016,3,5
2464,A00001897,61,Issuance After Transaction,2016-03-05,2016,3,5
2465,A00001564,48,Monthly Issuance,2016-03-05,2016,3,5
2466,A00002062,70,Monthly Issuance,2016-03-06,2016,3,6
2467,A00000141,38,Monthly Issuance,2016-03-06,2016,3,6
2468,A00001763,73,Monthly Issuance,2016-03-06,2016,3,6
2469,A00002611,1,Monthly Issuance,2016-03-06,2016,3,6
2470,A00000825,19,Monthly Issuance,2016-03-06,2016,3,6
2471,A00003943,71,Monthly Issuance,2016-03-06,2016,3,6
2472,A00009422,70,Monthly Issuance,2016-03-06,2016,3,6
2473,A00001606,23,Monthly Issuance,2016-03-07,2016,3,7
2474,A00003263,44,Monthly Issuance,2016-03-07,2016,3,7
2475,A00002289,1,Monthly Issuance,2016-03-07,2016,3,7
2476,A00003121,46,Monthly Issuance,2016-03-08,2016,3,8
2477,A00003088,18,Monthly Issuance,2016-03-08,2016,3,8
2478,A00003952,26,Monthly Issuance,2016-03-08,2016,3,8
2479,A00003974,55,Monthly Issuance,2016-03-08,2016,3,8
2480,A00003502,74,Monthly Issuance,2016-03-08,2016,3,8
2481,A00003351,70,Monthly Issuance,2016-03-08,2016,3,8
2482,A00002105,70,Monthly Issuance,2016-03-09,2016,3,9
2483,A00003144,67,Monthly Issuance,2016-03-09,2016,3,9
2484,A00000846,72,Monthly Issuance,2016-03-09,2016,3,9
2485,A00000357,20,Monthly Issuance,2016-03-10,2016,3,10
2486,A00000103,44,Monthly Issuance,2016-03-10,2016,3,10
2487,A00003118,48,Monthly Issuance,2016-03-10,2016,3,10
2488,A00004361,69,Monthly Issuance,2016-03-11,2016,3,11
2489,A00001722,32,Monthly Issuance,2016-03-11,2016,3,11
2490,A00004273,15,Monthly Issuance,2016-03-11,2016,3,11
2491,A00001510,33,Monthly Issuance,2016-03-11,2016,3,11
2492,A00000895,24,Monthly Issuance,2016-03-12,2016,3,12
2493,A00000840,70,Monthly Issuance,2016-03-12,2016,3,12
2494,A00002263,36,Monthly Issuance,2016-03-12,2016,3,12
2495,A00000356,70,Monthly Issuance,2016-03-12,2016,3,12
2496,A00004863,5,Monthly Issuance,2016-03-12,2016,3,12
2497,A00003455,34,Monthly Issuance,2016-03-13,2016,3,13
2498,A00004092,74,Monthly Issuance,2016-03-13,2016,3,13
2499,A00010807,34,Monthly Issuance,2016-03-13,2016,3,13
2500,A00002598,1,Monthly Issuance,2016-03-14,2016,3,14
2501,A00002633,25,Monthly Issuance,2016-03-14,2016,3,14
2502,A00001800,51,Monthly Issuance,2016-03-14,2016,3,14
2503,A00001698,68,Monthly Issuance,2016-03-14,2016,3,14
2504,A00003994,15,Monthly Issuance,2016-03-14,2016,3,14
2505,A00001365,42,Monthly Issuance,2016-03-15,2016,3,15
2506,A00000666,27,Monthly Issuance,2016-03-15,2016,3,15
2507,A00009242,57,Monthly Issuance,2016-03-15,2016,3,15
2508,A00004346,25,Monthly Issuance,2016-03-15,2016,3,15
2509,A00003296,67,Monthly Issuance,2016-03-15,2016,3,15
2510,A00002864,54,Monthly Issuance,2016-03-16,2016,3,16
2511,A00001980,49,Monthly Issuance,2016-03-16,2016,3,16
2512,A00001445,60,Monthly Issuance,2016-03-16,2016,3,16
2513,A00000821,60,Monthly Issuance,2016-03-16,2016,3,16
2514,A00005591,9,Monthly Issuance,2016-03-16,2016,3,16
2515,A00000236,72,Monthly Issuance,2016-03-16,2016,3,16
2516,A00000210,48,Monthly Issuance,2016-03-17,2016,3,17
2517,A00003795,36,Monthly Issuance,2016-03-18,2016,3,18
2518,A00000865,17,Monthly Issuance,2016-03-18,2016,3,18
2519,A00000739,66,Monthly Issuance,2016-03-18,2016,3,18
2520,A00003672,26,Monthly Issuance,2016-03-19,2016,3,19
2521,A00002334,50,Monthly Issuance,2016-03-19,2016,3,19
2522,A00001028,23,Monthly Issuance,2016-03-19,2016,3,19
2523,A00000468,49,Monthly Issuance,2016-03-19,2016,3,19
2524,A00000853,1,Monthly Issuance,2016-03-20,2016,3,20
2525,A00000525,70,Monthly Issuance,2016-03-20,2016,3,20
2526,A00003322,65,Weekly Issuance,2016-03-20,2016,3,20
2527,A00002033,71,Monthly Issuance,2016-03-20,2016,3,20
2528,A00003130,13,Monthly Issuance,2016-03-20,2016,3,20
2529,A00002904,13,Monthly Issuance,2016-03-20,2016,3,20
2530,A00001014,74,Monthly Issuance,2016-03-20,2016,3,20
2531,A00000116,8,Monthly Issuance,2016-03-21,2016,3,21
2532,A00010436,60,Monthly Issuance,2016-03-21,2016,3,21
2533,A00004214,1,Monthly Issuance,2016-03-21,2016,3,21
2534,A00000824,32,Monthly Issuance,2016-03-21,2016,3,21
2535,A00003743,1,Monthly Issuance,2016-03-22,2016,3,22
2536,A00002192,59,Monthly Issuance,2016-03-22,2016,3,22
2537,A00002406,5,Monthly Issuance,2016-03-22,2016,3,22
2538,A00002889,8,Monthly Issuance,2016-03-23,2016,3,23
2539,A00001369,32,Monthly Issuance,2016-03-23,2016,3,23
2540,A00002767,54,Monthly Issuance,2016-03-23,2016,3,23
2541,A00004008,27,Monthly Issuance,2016-03-23,2016,3,23
2542,A00000874,56,Weekly Issuance,2016-03-23,2016,3,23
2543,A00003815,1,Monthly Issuance,2016-03-24,2016,3,24
2544,A00003605,3,Monthly Issuance,2016-03-24,2016,3,24
2545,A00003138,37,Monthly Issuance,2016-03-24,2016,3,24
2546,A00002578,54,Monthly Issuance,2016-03-25,2016,3,25
2547,A00002708,1,Monthly Issuance,2016-03-25,2016,3,25
2548,A00000631,68,Monthly Issuance,2016-03-25,2016,3,25
2549,A00001170,25,Monthly Issuance,2016-03-26,2016,3,26
2550,A00002650,72,Monthly Issuance,2016-03-26,2016,3,26
2551,A00007890,23,Monthly Issuance,2016-03-26,2016,3,26
2552,A00003219,1,Monthly Issuance,2016-03-26,2016,3,26
2553,A00003115,14,Monthly Issuance,2016-03-27,2016,3,27
2554,A00000208,54,Monthly Issuance,2016-03-27,2016,3,27
2555,A00000286,71,Monthly Issuance,2016-03-27,2016,3,27
2556,A00000898,71,Monthly Issuance,2016-03-27,2016,3,27
2557,A00002936,3,Monthly Issuance,2016-03-27,2016,3,27
2558,A00003422,21,Monthly Issuance,2016-03-28,2016,3,28
2559,A00010049,17,Monthly Issuance,2016-03-28,2016,3,28
2560,A00001250,62,Monthly Issuance,2016-03-28,2016,3,28
2561,A00001384,74,Weekly Issuance,2016-03-28,2016,3,28
2562,A00002624,31,Monthly Issuance,2016-03-28,2016,3,28
2563,A00003349,47,Monthly Issuance,2016-03-28,2016,3,28
2564,A00001351,40,Monthly Issuance,2016-03-29,2016,3,29
2565,A00002631,1,Monthly Issuance,2016-03-29,2016,3,29
2566,A00007520,9,Monthly Issuance,2016-03-29,2016,3,29
2567,A00010065,76,Monthly Issuance,2016-03-30,2016,3,30
2568,A00000708,26,Monthly Issuance,2016-03-30,2016,3,30
2569,A00003917,1,Monthly Issuance,2016-03-30,2016,3,30
2570,A00000514,70,Monthly Issuance,2016-03-30,2016,3,30
2571,A00002659,14,Monthly Issuance,2016-03-30,2016,3,30
2572,A00003265,52,Issuance After Transaction,2016-03-30,2016,3,30
2573,A00001832,70,Monthly Issuance,2016-04-01,2016,4,1
2574,A00007565,59,Monthly Issuance,2016-04-02,2016,4,2
2575,A00003308,40,Monthly Issuance,2016-04-02,2016,4,2
2576,A00001932,35,Monthly Issuance,2016-04-03,2016,4,3
2577,A00001521,74,Monthly Issuance,2016-04-04,2016,4,4
2578,A00002909,58,Monthly Issuance,2016-04-04,2016,4,4
2579,A00003706,8,Monthly Issuance,2016-04-04,2016,4,4
2580,A00001847,47,Monthly Issuance,2016-04-04,2016,4,4
2581,A00002335,70,Monthly Issuance,2016-04-04,2016,4,4
2582,A00003041,70,Monthly Issuance,2016-04-04,2016,4,4
2583,A00003116,54,Monthly Issuance,2016-04-05,2016,4,5
2584,A00000251,74,Monthly Issuance,2016-04-06,2016,4,6
2585,A00003632,56,Weekly Issuance,2016-04-06,2016,4,6
2586,A00002929,51,Monthly Issuance,2016-04-06,2016,4,6
2587,A00010345,36,Monthly Issuance,2016-04-07,2016,4,7
2588,A00001450,63,Monthly Issuance,2016-04-07,2016,4,7
2589,A00001461,73,Monthly Issuance,2016-04-07,2016,4,7
2590,A00001920,40,Monthly Issuance,2016-04-08,2016,4,8
2591,A00000734,5,Monthly Issuance,2016-04-08,2016,4,8
2592,A00008085,73,Monthly Issuance,2016-04-08,2016,4,8
2593,A00001948,64,Monthly Issuance,2016-04-08,2016,4,8
2594,A00003534,59,Monthly Issuance,2016-04-08,2016,4,8
2595,A00000278,73,Monthly Issuance,2016-04-08,2016,4,8
2596,A00002012,4,Monthly Issuance,2016-04-08,2016,4,8
2597,A00001020,56,Monthly Issuance,2016-04-09,2016,4,9
2598,A00002986,63,Monthly Issuance,2016-04-09,2016,4,9
2599,A00000615,72,Monthly Issuance,2016-04-09,2016,4,9
2600,A00007894,27,Monthly Issuance,2016-04-09,2016,4,9
2601,A00003294,75,Monthly Issuance,2016-04-09,2016,4,9
2602,A00002450,48,Monthly Issuance,2016-04-10,2016,4,10
2603,A00001503,71,Monthly Issuance,2016-04-10,2016,4,10
2604,A00003247,61,Monthly Issuance,2016-04-11,2016,4,11
2605,A00003568,40,Monthly Issuance,2016-04-11,2016,4,11
2606,A00000152,1,Monthly Issuance,2016-04-12,2016,4,12
2607,A00005072,6,Monthly Issuance,2016-04-12,2016,4,12
2608,A00001456,9,Monthly Issuance,2016-04-12,2016,4,12
2609,A00001622,19,Monthly Issuance,2016-04-12,2016,4,12
2610,A00010215,38,Monthly Issuance,2016-04-12,2016,4,12
2611,A00002247,24,Monthly Issuance,2016-04-13,2016,4,13
2612,A00002205,51,Monthly Issuance,2016-04-13,2016,4,13
2613,A00001543,1,Monthly Issuance,2016-04-14,2016,4,14
2614,A00001655,41,Monthly Issuance,2016-04-15,2016,4,15
2615,A00003976,74,Monthly Issuance,2016-04-15,2016,4,15
2616,A00001383,11,Monthly Issuance,2016-04-15,2016,4,15
2617,A00000439,69,Monthly Issuance,2016-04-15,2016,4,15
2618,A00001550,1,Monthly Issuance,2016-04-15,2016,4,15
2619,A00000101,35,Monthly Issuance,2016-04-16,2016,4,16
2620,A00001473,39,Monthly Issuance,2016-04-16,2016,4,16
2621,A00001121,32,Monthly Issuance,2016-04-17,2016,4,17
2622,A00002254,1,Monthly Issuance,2016-04-17,2016,4,17
2623,A00003806,36,Monthly Issuance,2016-04-18,2016,4,18
2624,A00000283,44,Monthly Issuance,2016-04-18,2016,4,18
2625,A00002432,8,Monthly Issuance,2016-04-18,2016,4,18
2626,A00003802,44,Monthly Issuance,2016-04-18,2016,4,18
2627,A00003821,18,Monthly Issuance,2016-04-18,2016,4,18
2628,A00003907,37,Monthly Issuance,2016-04-18,2016,4,18
2629,A00003854,8,Monthly Issuance,2016-04-18,2016,4,18
2630,A00003606,1,Monthly Issuance,2016-04-18,2016,4,18
2631,A00001939,6,Weekly Issuance,2016-04-19,2016,4,19
2632,A00005726,17,Issuance After Transaction,2016-04-19,2016,4,19
2633,A00003998,2,Monthly Issuance,2016-04-20,2016,4,20
2634,A00003021,10,Monthly Issuance,2016-04-20,2016,4,20
2635,A00001607,71,Monthly Issuance,2016-04-20,2016,4,20
2636,A00001733,18,Monthly Issuance,2016-04-20,2016,4,20
2637,A00002474,33,Monthly Issuance,2016-04-20,2016,4,20
2638,A00003816,25,Monthly Issuance,2016-04-21,2016,4,21
2639,A00000766,3,Monthly Issuance,2016-04-21,2016,4,21
2640,A00000695,5,Monthly Issuance,2016-04-21,2016,4,21
2641,A00002287,1,Monthly Issuance,2016-04-21,2016,4,21
2642,A00001358,39,Monthly Issuance,2016-04-21,2016,4,21
2643,A00003019,33,Monthly Issuance,2016-04-21,2016,4,21
2644,A00001641,50,Monthly Issuance,2016-04-22,2016,4,22
2645,A00001624,53,Monthly Issuance,2016-04-22,2016,4,22
2646,A00000798,1,Monthly Issuance,2016-04-22,2016,4,22
2647,A00007240,17,Monthly Issuance,2016-04-23,2016,4,23
2648,A00004458,60,Monthly Issuance,2016-04-23,2016,4,23
2649,A00003596,59,Monthly Issuance,2016-04-23,2016,4,23
2650,A00001709,24,Monthly Issuance,2016-04-23,2016,4,23
2651,A00003859,53,Monthly Issuance,2016-04-23,2016,4,23
2652,A00000481,72,Monthly Issuance,2016-04-23,2016,4,23
2653,A00001070,62,Monthly Issuance,2016-04-23,2016,4,23
2654,A00003280,1,Monthly Issuance,2016-04-24,2016,4,24
2655,A00000689,1,Monthly Issuance,2016-04-24,2016,4,24
2656,A00004488,33,Monthly Issuance,2016-04-24,2016,4,24
2657,A00002246,1,Monthly Issuance,2016-04-25,2016,4,25
2658,A00003301,14,Monthly Issuance,2016-04-25,2016,4,25
2659,A00007997,10,Monthly Issuance,2016-04-25,2016,4,25
2660,A00001542,1,Monthly Issuance,2016-04-25,2016,4,25
2661,A00005395,47,Monthly Issuance,2016-04-26,2016,4,26
2662,A00000780,3,Monthly Issuance,2016-04-26,2016,4,26
2663,A00005505,1,Monthly Issuance,2016-04-26,2016,4,26
2664,A00003178,4,Monthly Issuance,2016-04-27,2016,4,27
2665,A00000500,56,Monthly Issuance,2016-04-27,2016,4,27
2666,A00003451,52,Monthly Issuance,2016-04-27,2016,4,27
2667,A00001304,40,Monthly Issuance,2016-04-27,2016,4,27
2668,A00003664,1,Monthly Issuance,2016-04-28,2016,4,28
2669,A00003038,10,Monthly Issuance,2016-04-28,2016,4,28
2670,A00000951,3,Monthly Issuance,2016-04-28,2016,4,28
2671,A00001529,1,Monthly Issuance,2016-04-28,2016,4,28
2672,A00003027,62,Monthly Issuance,2016-04-29,2016,4,29
2673,A00004342,74,Monthly Issuance,2016-04-29,2016,4,29
2674,A00001582,28,Monthly Issuance,2016-05-01,2016,5,1
2675,A00002730,23,Monthly Issuance,2016-05-02,2016,5,2
2676,A00008896,28,Issuance After Transaction,2016-05-02,2016,5,2
2677,A00001716,46,Monthly Issuance,2016-05-02,2016,5,2
2678,A00000986,74,Monthly Issuance,2016-05-02,2016,5,2
2679,A00001192,29,Monthly Issuance,2016-05-02,2016,5,2
2680,A00002116,70,Monthly Issuance,2016-05-02,2016,5,2
2681,A00004127,50,Monthly Issuance,2016-05-03,2016,5,3
2682,A00003791,1,Weekly Issuance,2016-05-03,2016,5,3
2683,A00003531,59,Monthly Issuance,2016-05-03,2016,5,3
2684,A00002994,77,Monthly Issuance,2016-05-03,2016,5,3
2685,A00001328,8,Monthly Issuance,2016-05-04,2016,5,4
2686,A00000097,74,Monthly Issuance,2016-05-05,2016,5,5
2687,A00003648,61,Monthly Issuance,2016-05-06,2016,5,6
2688,A00002591,1,Monthly Issuance,2016-05-06,2016,5,6
2689,A00001614,63,Monthly Issuance,2016-05-07,2016,5,7
2690,A00000706,49,Monthly Issuance,2016-05-07,2016,5,7
2691,A00002232,1,Monthly Issuance,2016-05-07,2016,5,7
2692,A00002946,54,Monthly Issuance,2016-05-07,2016,5,7
2693,A00002346,27,Monthly Issuance,2016-05-08,2016,5,8
2694,A00003736,54,Monthly Issuance,2016-05-08,2016,5,8
2695,A00003887,62,Monthly Issuance,2016-05-08,2016,5,8
2696,A00001672,5,Monthly Issuance,2016-05-08,2016,5,8
2697,A00001752,68,Monthly Issuance,2016-05-08,2016,5,8
2698,A00001996,6,Weekly Issuance,2016-05-08,2016,5,8
2699,A00001244,68,Monthly Issuance,2016-05-08,2016,5,8
2700,A00001213,36,Monthly Issuance,2016-05-08,2016,5,8
2701,A00003928,24,Monthly Issuance,2016-05-08,2016,5,8
2702,A00001045,3,Monthly Issuance,2016-05-09,2016,5,9
2703,A00000302,7,Monthly Issuance,2016-05-09,2016,5,9
2704,A00000444,26,Monthly Issuance,2016-05-09,2016,5,9
2705,A00002035,53,Monthly Issuance,2016-05-10,2016,5,10
2706,A00003942,27,Weekly Issuance,2016-05-10,2016,5,10
2707,A00009494,21,Monthly Issuance,2016-05-10,2016,5,10
2708,A00000913,59,Monthly Issuance,2016-05-10,2016,5,10
2709,A00003248,77,Monthly Issuance,2016-05-11,2016,5,11
2710,A00000051,67,Monthly Issuance,2016-05-11,2016,5,11
2711,A00000132,40,Issuance After Transaction,2016-05-11,2016,5,11
2712,A00003512,46,Monthly Issuance,2016-05-11,2016,5,11
2713,A00006792,1,Monthly Issuance,2016-05-11,2016,5,11
2714,A00000491,44,Monthly Issuance,2016-05-12,2016,5,12
2715,A00009513,59,Monthly Issuance,2016-05-12,2016,5,12
2716,A00000684,49,Monthly Issuance,2016-05-12,2016,5,12
2717,A00003285,43,Monthly Issuance,2016-05-12,2016,5,12
2718,A00003434,32,Monthly Issuance,2016-05-13,2016,5,13
2719,A00002619,20,Monthly Issuance,2016-05-13,2016,5,13
2720,A00006158,67,Monthly Issuance,2016-05-13,2016,5,13
2721,A00001013,59,Monthly Issuance,2016-05-13,2016,5,13
2722,A00003523,65,Monthly Issuance,2016-05-14,2016,5,14
2723,A00000136,74,Monthly Issuance,2016-05-14,2016,5,14
2724,A00000632,29,Monthly Issuance,2016-05-14,2016,5,14
2725,A00003769,3,Monthly Issuance,2016-05-14,2016,5,14
2726,A00002757,54,Monthly Issuance,2016-05-14,2016,5,14
2727,A00000360,32,Monthly Issuance,2016-05-14,2016,5,14
2728,A00009199,72,Monthly Issuance,2016-05-15,2016,5,15
2729,A00002752,74,Monthly Issuance,2016-05-15,2016,5,15
2730,A00010694,73,Weekly Issuance,2016-05-15,2016,5,15
2731,A00000076,52,Monthly Issuance,2016-05-16,2016,5,16
2732,A00001924,66,Monthly Issuance,2016-05-16,2016,5,16
2733,A00008772,1,Monthly Issuance,2016-05-16,2016,5,16
2734,A00002505,60,Monthly Issuance,2016-05-16,2016,5,16
2735,A00007542,54,Monthly Issuance,2016-05-16,2016,5,16
2736,A00001074,59,Monthly Issuance,2016-05-16,2016,5,16
2737,A00003495,54,Monthly Issuance,2016-05-17,2016,5,17
2738,A00001904,70,Monthly Issuance,2016-05-18,2016,5,18
2739,A00001040,19,Monthly Issuance,2016-05-18,2016,5,18
2740,A00000776,66,Monthly Issuance,2016-05-18,2016,5,18
2741,A00003162,63,Weekly Issuance,2016-05-18,2016,5,18
2742,A00000379,32,Monthly Issuance,2016-05-18,2016,5,18
2743,A00003731,70,Monthly Issuance,2016-05-20,2016,5,20
2744,A00001323,43,Monthly Issuance,2016-05-20,2016,5,20
2745,A00000580,75,Monthly Issuance,2016-05-20,2016,5,20
2746,A00002805,39,Monthly Issuance,2016-05-20,2016,5,20
2747,A00001399,45,Monthly Issuance,2016-05-20,2016,5,20
2748,A00001210,28,Monthly Issuance,2016-05-21,2016,5,21
2749,A00008972,70,Monthly Issuance,2016-05-21,2016,5,21
2750,A00000891,34,Monthly Issuance,2016-05-23,2016,5,23
2751,A00002888,19,Monthly Issuance,2016-05-23,2016,5,23
2752,A00000832,42,Monthly Issuance,2016-05-24,2016,5,24
2753,A00001905,34,Monthly Issuance,2016-05-25,2016,5,25
2754,A00007713,50,Weekly Issuance,2016-05-25,2016,5,25
2755,A00004099,54,Monthly Issuance,2016-05-26,2016,5,26
2756,A00003055,15,Monthly Issuance,2016-05-26,2016,5,26
2757,A00001715,60,Monthly Issuance,2016-05-26,2016,5,26
2758,A00001646,1,Weekly Issuance,2016-05-27,2016,5,27
2759,A00000612,1,Monthly Issuance,2016-05-27,2016,5,27
2760,A00000450,59,Monthly Issuance,2016-05-28,2016,5,28
2761,A00010445,72,Monthly Issuance,2016-05-29,2016,5,29
2762,A00000268,3,Monthly Issuance,2016-05-29,2016,5,29
2763,A00003240,35,Weekly Issuance,2016-05-29,2016,5,29
2764,A00000877,1,Monthly Issuance,2016-05-29,2016,5,29
2765,A00000621,52,Monthly Issuance,2016-06-01,2016,6,1
2766,A00001124,26,Monthly Issuance,2016-06-02,2016,6,2
2767,A00000687,27,Monthly Issuance,2016-06-02,2016,6,2
2768,A00003590,57,Monthly Issuance,2016-06-02,2016,6,2
2769,A00003459,76,Monthly Issuance,2016-06-02,2016,6,2
2770,A00002389,40,Monthly Issuance,2016-06-02,2016,6,2
2771,A00002837,46,Monthly Issuance,2016-06-02,2016,6,2
2772,A00002190,41,Weekly Issuance,2016-06-04,2016,6,4
2773,A00003746,70,Monthly Issuance,2016-06-04,2016,6,4
2774,A00002982,19,Monthly Issuance,2016-06-04,2016,6,4
2775,A00009263,68,Monthly Issuance,2016-06-04,2016,6,4
2776,A00001405,53,Monthly Issuance,2016-06-04,2016,6,4
2777,A00001954,72,Monthly Issuance,2016-06-05,2016,6,5
2778,A00001973,71,Monthly Issuance,2016-06-05,2016,6,5
2779,A00003448,58,Weekly Issuance,2016-06-06,2016,6,6
2780,A00001913,48,Monthly Issuance,2016-06-06,2016,6,6
2781,A00000958,72,Monthly Issuance,2016-06-06,2016,6,6
2782,A00003199,66,Monthly Issuance,2016-06-06,2016,6,6
2783,A00000375,68,Monthly Issuance,2016-06-07,2016,6,7
2784,A00001270,55,Issuance After Transaction,2016-06-07,2016,6,7
2785,A00009548,62,Monthly Issuance,2016-06-07,2016,6,7
2786,A00003522,16,Monthly Issuance,2016-06-07,2016,6,7
2787,A00000669,35,Monthly Issuance,2016-06-07,2016,6,7
2788,A00000732,38,Monthly Issuance,2016-06-07,2016,6,7
2789,A00004585,27,Monthly Issuance,2016-06-08,2016,6,8
2790,A00000171,46,Monthly Issuance,2016-06-08,2016,6,8
2791,A00003676,58,Monthly Issuance,2016-06-08,2016,6,8
2792,A00001082,2,Monthly Issuance,2016-06-08,2016,6,8
2793,A00006699,35,Monthly Issuance,2016-06-08,2016,6,8
2794,A00001219,1,Monthly Issuance,2016-06-08,2016,6,8
2795,A00004803,26,Monthly Issuance,2016-06-08,2016,6,8
2796,A00001528,50,Monthly Issuance,2016-06-08,2016,6,8
2797,A00009510,1,Monthly Issuance,2016-06-09,2016,6,9
2798,A00007926,69,Weekly Issuance,2016-06-09,2016,6,9
2799,A00003591,1,Issuance After Transaction,2016-06-09,2016,6,9
2800,A00001058,47,Monthly Issuance,2016-06-11,2016,6,11
2801,A00001431,41,Monthly Issuance,2016-06-11,2016,6,11
2802,A00000181,21,Monthly Issuance,2016-06-11,2016,6,11
2803,A00000603,62,Monthly Issuance,2016-06-11,2016,6,11
2804,A00000409,1,Monthly Issuance,2016-06-11,2016,6,11
2805,A00003584,55,Monthly Issuance,2016-06-12,2016,6,12
2806,A00000093,2,Monthly Issuance,2016-06-12,2016,6,12
2807,A00002104,48,Monthly Issuance,2016-06-12,2016,6,12
2808,A00002710,12,Monthly Issuance,2016-06-12,2016,6,12
2809,A00003957,33,Weekly Issuance,2016-06-13,2016,6,13
2810,A00001869,1,Monthly Issuance,2016-06-14,2016,6,14
2811,A00002397,70,Monthly Issuance,2016-06-14,2016,6,14
2812,A00002603,9,Monthly Issuance,2016-06-14,2016,6,14
2813,A00003723,2,Monthly Issuance,2016-06-14,2016,6,14
2814,A00003668,1,Monthly Issuance,2016-06-15,2016,6,15
2815,A00002400,40,Monthly Issuance,2016-06-15,2016,6,15
2816,A00003015,19,Monthly Issuance,2016-06-15,2016,6,15
2817,A00000558,10,Monthly Issuance,2016-06-15,2016,6,15
2818,A00003114,1,Monthly Issuance,2016-06-15,2016,6,15
2819,A00004626,9,Monthly Issuance,2016-06-15,2016,6,15
2820,A00001444,70,Monthly Issuance,2016-06-16,2016,6,16
2821,A00004447,62,Monthly Issuance,2016-06-16,2016,6,16
2822,A00003515,68,Monthly Issuance,2016-06-16,2016,6,16
2823,A00008158,48,Weekly Issuance,2016-06-16,2016,6,16
2824,A00000848,31,Monthly Issuance,2016-06-16,2016,6,16
2825,A00001086,37,Monthly Issuance,2016-06-17,2016,6,17
2826,A00002602,46,Monthly Issuance,2016-06-17,2016,6,17
2827,A00004768,39,Monthly Issuance,2016-06-17,2016,6,17
2828,A00000507,52,Monthly Issuance,2016-06-17,2016,6,17
2829,A00003647,77,Monthly Issuance,2016-06-17,2016,6,17
2830,A00003180,1,Monthly Issuance,2016-06-18,2016,6,18
2831,A00001271,17,Monthly Issuance,2016-06-18,2016,6,18
2832,A00002870,1,Monthly Issuance,2016-06-18,2016,6,18
2833,A00003645,36,Monthly Issuance,2016-06-18,2016,6,18
2834,A00003239,5,Monthly Issuance,2016-06-19,2016,6,19
2835,A00003485,53,Monthly Issuance,2016-06-19,2016,6,19
2836,A00000567,15,Monthly Issuance,2016-06-19,2016,6,19
2837,A00000373,67,Monthly Issuance,2016-06-20,2016,6,20
2838,A00002977,28,Monthly Issuance,2016-06-20,2016,6,20
2839,A00000488,25,Monthly Issuance,2016-06-20,2016,6,20
2840,A00003120,1,Monthly Issuance,2016-06-20,2016,6,20
2841,A00003801,1,Monthly Issuance,2016-06-20,2016,6,20
